word,word,sig
Das Fest,Fest,108.37
FC,FC Barcelona,108.37
Wladimir Putin,Putin,108.37
FC,FC Bayern,108.37
Wladimir,Putin,108.37
Putin,Wladimir,108.37
Putin,Wladimir Putin,108.37
FC Barcelona,FC,108.37
FC Bayern,FC,108.37
Fest,Das Fest,108.37
Tour,de,107.64
de,Tour,107.64
nicht,auch nicht,107.49
auch nicht,nicht,107.49
,,Wer,107.34
Wer,,,107.34
vor ihm,ihm,107.14
ihm,vor ihm,107.14
Rafael,Nadal,107.08
Rafael Nadal,Nadal,107.08
Horst,Seehofer,107.08
Ursula von der Leyen,Leyen,107.08
Nadal,Rafael,107.08
Horst Seehofer,Seehofer,107.08
Mollath,Gustl,107.08
Nadal,Rafael Nadal,107.08
Gustl,Mollath,107.08
Leyen,Ursula von der Leyen,107.08
Ramadan,Fasten-Monat,107.08
Seehofer,Horst Seehofer,107.08
Fasten-Monat,Ramadan,107.08
Ursula,Leyen,107.08
Seehofer,Horst,107.08
Leyen,Ursula,107.08
Parlament,Das Parlament,106.82
Das Parlament,Parlament,106.82
Die Ärzte,Ärzte,106.72
Ärzte,Die Ärzte,106.72
Toren,zu 1,106.28
zu 1,Toren,106.28
hat,verloren,106.24
verloren,hat,106.24
einmal,noch,106.03
noch,einmal,106.03
Bahn,Deutschen Bahn,105.36
Frankfurt,Main,105.36
stark,sehr stark,105.36
Main,Frankfurt,105.36
Frankfurt,Frankfurt am Main,105.36
Frankfurt am Main,Frankfurt,105.36
Deutschen Bahn,Bahn,105.36
sehr stark,stark,105.36
Assad,Präsident,104.88
,,sich,104.88
Klaus Kinski,Klaus,104.88
Lewandowski,Robert Lewandowski,104.88
Rösler,Philipp Rösler,104.88
Klaus,Klaus Kinski,104.88
sich,,,104.88
Robert Lewandowski,Lewandowski,104.88
Präsident,Assad,104.88
Philipp Rösler,Rösler,104.88
ausgezeichnet,wurde,104.87
wurde,ausgezeichnet,104.87
dabei,dabei sein,104.68
dabei sein,dabei,104.68
Der,Präsident,104.48
Präsident,Der,104.48
Suu,Aung San Suu Kyi,104.1
San Suu Kyi,Suu Kyi,104.1
Hans Riegel,Hans,104.1
Eurovision Song,Eurovision,104.1
Tebartz-van,Elst,104.1
Led,Led Zeppelin,104.1
Angelina Jolie,Jolie,104.1
Aung San,Aung,104.1
Formel 1-Rennen,1-Rennen,104.1
Aung,Aung San Suu Kyi,104.1
Aung San,Kyi,104.1
Zeppelin,Led,104.1
Aung,Suu Kyi,104.1
Philip Seymour Hoffman,Seymour,104.1
Aung San Suu Kyi,San Suu Kyi,104.1
Suu,Suu Kyi,104.1
San Suu Kyi,Aung San Suu Kyi,104.1
Seymour,Seymour Hoffman,104.1
Eurovision Song Contest,Song,104.1
Zeppelin,Led Zeppelin,104.1
Philip Seymour Hoffman,Seymour Hoffman,104.1
Dimiter,Dimiter Gotscheff,104.1
Mo,Yan,104.1
Kyi,Suu,104.1
Wallenda,Nik,104.1
Eurovision Song Contest,Song Contest,104.1
Eurovision Song Contest,Contest,104.1
Eurovision Song Contest,Eurovision Song,104.1
Suu Kyi,Aung San Suu Kyi,104.1
Riot,Pussy,104.1
Mo Yan,Yan,104.1
Suu Kyi,Kyi,104.1
Eurovision Song,Song Contest,104.1
Seymour Hoffman,Seymour,104.1
San Suu Kyi,Aung San,104.1
Seeger,Pete,104.1
Aung San Suu Kyi,Suu,104.1
Yan,Mo Yan,104.1
Eurovision Song,Contest,104.1
Suu,Aung San,104.1
Frank-Walter,Frank-Walter Steinmeier,104.1
Philip Seymour,Philip Seymour Hoffman,104.1
1-Rennen,Formel 1-Rennen,104.1
Aung,Aung San,104.1
Led Zeppelin,Led,104.1
Suu Kyi,Aung,104.1
San Suu Kyi,Kyi,104.1
Suu,Aung,104.1
Aung San,Aung San Suu Kyi,104.1
Eurovision Song,Eurovision Song Contest,104.1
Suu Kyi,Aung San,104.1
Eurovision Song Contest,Eurovision,104.1
Dimiter Gotscheff,Dimiter,104.1
Aung San,Suu Kyi,104.1
Aung,Kyi,104.1
Eurovision Song,Song,104.1
San Suu Kyi,Aung,104.1
Kyi,San Suu Kyi,104.1
Seeger,Pete Seeger,104.1
Suu,Kyi,104.1
Yan,Mo,104.1
Contest,Eurovision Song,104.1
Aung,Suu,104.1
Herrndorf,Wolfgang Herrndorf,104.1
Philip Seymour,Seymour Hoffman,104.1
Pete,Seeger,104.1
Contest,Song Contest,104.1
Elst,Tebartz-van,104.1
San Suu Kyi,Suu,104.1
Pussy,Riot,104.1
Aung San Suu Kyi,Aung San,104.1
Globes,Golden Globes,104.1
Pete,Pete Seeger,104.1
Song Contest,Eurovision,104.1
Seymour,Philip Seymour,104.1
Song,Eurovision Song Contest,104.1
Contest,Song,104.1
Kyi,Aung San Suu Kyi,104.1
Jolie,Angelina Jolie,104.1
Aung San Suu Kyi,Aung,104.1
Philip Seymour Hoffman,Philip Seymour,104.1
Song,Contest,104.1
Seymour Hoffman,Philip Seymour Hoffman,104.1
Frank-Walter Steinmeier,Frank-Walter,104.1
Song,Eurovision Song,104.1
Mo Yan,Mo,104.1
Shirley Temple,Shirley,104.1
Sarah Kirsch,Kirsch,104.1
Contest,Eurovision Song Contest,104.1
Suu Kyi,Suu,104.1
Led Zeppelin,Zeppelin,104.1
Aung San,San Suu Kyi,104.1
Philip Seymour,Seymour,104.1
Song,Song Contest,104.1
Kyi,Suu Kyi,104.1
Aung San Suu Kyi,Kyi,104.1
Song Contest,Contest,104.1
Kyi,Aung,104.1
Golden Globes,Globes,104.1
Pete Seeger,Pete,104.1
Cem Özdemir,Cem,104.1
Eurovision,Eurovision Song Contest,104.1
Song Contest,Eurovision Song,104.1
Cem,Cem Özdemir,104.1
Seymour,Philip Seymour Hoffman,104.1
Contest,Eurovision,104.1
Aung,San Suu Kyi,104.1
Led,Zeppelin,104.1
Eurovision,Song,104.1
Suu,San Suu Kyi,104.1
Aung San Suu Kyi,Suu Kyi,104.1
Suu Kyi,San Suu Kyi,104.1
Wolfgang Herrndorf,Herrndorf,104.1
Aung San,Suu,104.1
Shirley,Shirley Temple,104.1
Eurovision,Song Contest,104.1
Pete Seeger,Seeger,104.1
Song Contest,Song,104.1
Kyi,Aung San,104.1
Nik,Wallenda,104.1
Eurovision,Eurovision Song,104.1
Kirsch,Sarah Kirsch,104.1
Song Contest,Eurovision Song Contest,104.1
Mo,Mo Yan,104.1
Seymour Hoffman,Philip Seymour,104.1
Hans,Hans Riegel,104.1
Song,Eurovision,104.1
Eurovision,Contest,104.1
Jahr,dieses,104.05
dieses,Jahr,104.05
regieren,zusammen,103.99
zusammen,regieren,103.99
Henson,Jane,103.73
Jane,Henson,103.73
verdienen,Geld verdienen,103.65
Geld verdienen,verdienen,103.65
ist nicht,ist,103.63
ist,ist nicht,103.63
die,gegen,103.57
gegen,die,103.57
mich,Ich,103.47
Ich,mich,103.47
Männer,Frauen,103.44
Frauen,Männer,103.44
das,,,103.18
,,das,103.18
viel mehr,viel,103.16
viel,viel mehr,103.16
und,CSU,103.15
CSU,und,103.15
Manuel Neuer,Neuer,103
Neuer,Manuel Neuer,103
Bayer Leverkusen,Bayer,103
Bayer,Bayer Leverkusen,103
noch mehr,noch,102.69
noch,noch mehr,102.69
noch,auch noch,102.69
auch noch,noch,102.69
FDP,Partei,102.66
Partei,FDP,102.66
nicht,dürfen,102.65
Merkel,Kanzlerin,102.65
Kanzlerin,Merkel,102.65
dürfen,nicht,102.65
protestiert,gegen,102.47
gegen,protestiert,102.47
nicht nur,nicht,102.35
nicht,nicht nur,102.35
Joachim,Joachim Löw,102.11
Joachim Löw,Joachim,102.11
ins,gekommen,102.06
gekommen,ins,102.06
,,zum Beispiel,102.01
zum Beispiel,,,102.01
nicht richtig,finden,101.96
finden,nicht richtig,101.96
mehr,Geld,101.91
Geld,mehr,101.91
das ist,das,101.9
das,das ist,101.9
hat,er hat,101.86
er hat,hat,101.86
auf der ganzen Welt,auf,101.78
auf,auf der ganzen Welt,101.78
Robert,Robert Lewandowski,101.35
Robert Lewandowski,Robert,101.35
Bundesliga,1. Bundesliga,101.35
1. Bundesliga,Bundesliga,101.35
Medaillen,gewonnen,101.2
gewonnen,Medaillen,101.2
ganz Europa,ganz,100.74
ganz,ganz Europa,100.74
statt,fand,100.44
fand,statt,100.44
zu,mit,100.32
mit,zu,100.32
auf einmal,einmal,100.26
einmal,auf einmal,100.26
mehr,noch mehr,100.04
noch mehr,mehr,100.04
Im,2012,100.02
2012,Im,100.02
Jürgen Klopp,Jürgen,99.89
Jürgen,Jürgen Klopp,99.89
ganz Europa,Europa,99.8
Europa,ganz Europa,99.8
0,gewonnen,99.77
gewonnen,0,99.77
gesprochen,über,99.58
über,gesprochen,99.58
ganz Deutschland,Deutschland,99.52
Deutschland,ganz Deutschland,99.52
März,am,99.44
am,März,99.44
kann,,,99.29
,,kann,99.29
“,nach dem,99.05
nach dem,“,99.05
Klaus,Kinski,98.85
Kinski,Klaus,98.85
Thomas,Diethart,98.72
Diethart,Thomas,98.72
Der,Film,98.6
Film,Der,98.6
,,weiß,98.59
weiß,,,98.59
Gabriel,Sigmar Gabriel,98.57
Gabriel,Sigmar,98.57
Sigmar Gabriel,Gabriel,98.57
Sigmar,Gabriel,98.57
nicht,finden,98.41
finden,nicht,98.41
Seymour Hoffman,Hoffman,98.36
Hoffman,Philip Seymour Hoffman,98.36
Angelina,Angelina Jolie,98.36
Temple,Shirley,98.36
Shirley Temple,Temple,98.36
Özdemir,Cem Özdemir,98.36
Özdemir,Cem,98.36
Lothar,Lothar Bisky,98.36
Alice Schwarzer,Schwarzer,98.36
Beate,Zschäpe,98.36
Temple,Shirley Temple,98.36
Angelina,Jolie,98.36
Hoffman,Philip Seymour,98.36
Philip Seymour Hoffman,Hoffman,98.36
Seymour,Hoffman,98.36
Shirley,Temple,98.36
Hans,Riegel,98.36
Angelina Jolie,Angelina,98.36
Schwarzer,Alice Schwarzer,98.36
Dimiter Gotscheff,Gotscheff,98.36
Cem Özdemir,Özdemir,98.36
Jolie,Angelina,98.36
Cem,Özdemir,98.36
Riegel,Hans,98.36
Lothar Bisky,Lothar,98.36
Hans Riegel,Riegel,98.36
Gotscheff,Dimiter Gotscheff,98.36
Hoffman,Seymour Hoffman,98.36
Hoffman,Seymour,98.36
Dimiter,Gotscheff,98.36
Zschäpe,Beate,98.36
Philip Seymour,Hoffman,98.36
Gotscheff,Dimiter,98.36
Riegel,Hans Riegel,98.36
immer mehr,immer,98.27
immer,immer mehr,98.27
zu,zu viel,97.82
zu viel,zu,97.82
ich,habe,97.82
habe,ich,97.82
verraten,Geheimnisse,97.81
Geheimnisse,verraten,97.81
den,letzten,97.77
letzten,den,97.77
entschieden,hat,97.55
hat,entschieden,97.55
es,,,97.39
,,es,97.39
Goldenen Bären,Bären,97.37
nicht sicher,sicher,97.37
Bären,Goldenen Bären,97.37
sicher,nicht sicher,97.37
Grund,:,97.35
:,Grund,97.35
letzten,Jahren,97.35
Jahren,letzten,97.35
Neuer,Manuel,96.97
Manuel,Neuer,96.97
haben,und,96.66
und,haben,96.66
das,gegen das,96.52
gegen das,das,96.52
gewonnen,Spiel,96.23
Spiel,gewonnen,96.23
gibt es,In,96.22
In,gibt es,96.22
seit,schon,96.1
schon,seit,96.1
zu,gegen,96.08
gegen,zu,96.08
FC Bayern München,FC,96.06
FC,FC Bayern München,96.06
ein großes Fest,Fest,96.06
Fest,ein großes Fest,96.06
dass,mehr,95.98
mehr,dass,95.98
in,Berlin,95.87
Berlin,in,95.87
Löw,Joachim,95.83
Joachim,Löw,95.83
,,gesagt,95.82
gesagt,,,95.82
besten,am besten,95.7
am besten,besten,95.7
finden,richtig,95.62
richtig,finden,95.62
Spiel,Das,95.53
Das,Spiel,95.53
Joachim Gauck,Bundes-Präsident,95.47
Bundes-Präsident,Joachim Gauck,95.47
dem,von,95.45
von,dem,95.45
Philipp,Rösler,95.34
Rösler,Philipp,95.34
San Suu Kyi,San,95.11
San,San Suu Kyi,95.11
Aung,San,95.11
Suu,San,95.11
Suu Kyi,San,95.11
San,Suu,95.11
Aung San,San,95.11
San,Aung San,95.11
Golden Globes,Golden,95.11
San,Kyi,95.11
San,Aung,95.11
Kyi,San,95.11
San,Suu Kyi,95.11
Golden,Globes,95.11
San,Aung San Suu Kyi,95.11
Aung San Suu Kyi,San,95.11
Globes,Golden,95.11
Golden,Golden Globes,95.11
dürfen nicht,dürfen,94.8
dürfen,dürfen nicht,94.8
sehr,sehr gut,94.71
sehr gut,sehr,94.71
Punkte,gesammelt,94.7
gesammelt,Punkte,94.7
Wir,gesagt,94.66
gesagt,Wir,94.66
Vor allem,allem,94.62
letzter,Zeit,94.62
Zeit,letzter,94.62
großes,ein großes Fest,94.62
allem,Vor allem,94.62
ein großes Fest,großes,94.62
kommen,aus,94.57
aus,kommen,94.57
Menschen,haben,94.45
haben,Menschen,94.45
Jürgen,Klopp,93.86
Klopp,Jürgen,93.86
August,am,93.79
am,August,93.79
sagen,Sie,93.73
Sie,sagen,93.73
Geld,Das Geld,93.66
EU,der,93.66
der,EU,93.66
Das Geld,Geld,93.66
zwischen,und,93.63
und,zwischen,93.63
Deutschen Bahn,Deutschen,93.3
Deutschen,Deutschen Bahn,93.3
große,eine,93.29
eine,große,93.29
er auch,er,93.26
er,er auch,93.26
Die Firma,Die,93.16
Die,Die Firma,93.16
Platz,auf,93.07
auf,Platz,93.07
Ende,Am,92.82
Am,Ende,92.82
in Rente gehen,in Rente,92.65
Sarah,Kirsch,92.65
Munro,Alice Munro,92.65
in Rente,in Rente gehen,92.65
Sarah Kirsch,Sarah,92.65
Alice Munro,Munro,92.65
Bisky,Lothar Bisky,92.65
Kirsch,Sarah,92.65
Lothar Bisky,Bisky,92.65
Sarah,Sarah Kirsch,92.65
dahin,Bis,92.56
Bis,dahin,92.56
gar nicht,nicht,92.09
nicht,gar nicht,92.09
gehört zu,zu,92.05
Behinderung,mit,92.05
mit,Behinderung,92.05
zu,gehört zu,92.05
Spiel,Toren,92.04
Toren,Spiel,92.04
Polizei,Die,92.03
Die,Polizei,92.03
Stimmen,meisten,91.88
meisten,Stimmen,91.88
Präsident,Präsident Assad,91.84
Präsident Assad,Präsident,91.84
Arsenal,Arsenal London,91.78
Arsenal London,Arsenal,91.78
Menschen,gestorben,91.48
gestorben,Menschen,91.48
Mannschaft,gewonnen,91.4
gewonnen,Mannschaft,91.4
einen,Preis,91.28
Preis,einen,91.28
viele,viele andere,91.23
viele andere,viele,91.23
gesagt,haben,91.21
haben,gesagt,91.21
Leverkusen,Bayer Leverkusen,91.03
Gießen,Universität,91.03
Bayer Leverkusen,Leverkusen,91.03
Universität,Gießen,91.03
Meinung,sagen,90.74
sagen,Meinung,90.74
weiß,Keiner,90.69
Keiner,weiß,90.69
Wohnung,in seiner Wohnung,90.64
in ganz Europa,ganz Europa,90.64
ganz Europa,in ganz Europa,90.64
in seiner Wohnung,Wohnung,90.64
bekannt gegeben,bekannt,90.59
bekannt,bekannt gegeben,90.59
auch,er auch,90.46
er auch,auch,90.46
Grünen,Partei,90.3
Partei,Grünen,90.3
Kirche,katholische,90.08
katholische,Kirche,90.08
Formel,Auto-Rennen,90.02
Auto-Rennen,Formel,90.02
CSU,Partei,90.01
Partei,CSU,90.01
Das,ist,89.88
ist,Das,89.88
zu,3,89.76
3,zu,89.76
Mannschaft,gespielt,89.6
gespielt,Mannschaft,89.6
Die Chefs,Die,89.43
Die,Die Chefs,89.43
Graf,Steffi,89.37
Steffi,Graf,89.37
Obama,USA,89.26
USA,Obama,89.26
Bayer,Leverkusen,89.21
Leverkusen,Bayer,89.21
SPD,Parteien,89.21
Parteien,SPD,89.21
Preis,gewonnen,89.14
gewonnen,Preis,89.14
ihre,Meinung,89.13
Meinung,ihre,89.13
Jahren,in den letzten Jahren,89.07
in den letzten Jahren,Jahren,89.07
Moment,Im Moment,89.01
Im Moment,Moment,89.01
Amt,im Amt,88.95
im Amt,Amt,88.95
unzufrieden mit,unzufrieden,88.95
Spiegel,Der Spiegel,88.95
Der Spiegel,Spiegel,88.95
unzufrieden,unzufrieden mit,88.95
gab,Streit,88.66
Streit,gab,88.66
hintereinander,Mal,88.65
Mal,hintereinander,88.65
und,,,88.63
,,und,88.63
Erich,Erich Loest,88.58
Xi Jinping,Xi,88.58
East,Side,88.58
Side,East Side Gallery,88.58
Johanna Wanka,Wanka,88.58
Loest,Erich,88.58
Hugo,Hugo Chavez,88.58
Ilkay,Ilkay Gündogan,88.58
Side,East Side,88.58
Gündogan,Ilkay,88.58
Hildebrandt,Dieter Hildebrandt,88.58
Bach,Thomas Bach,88.58
Dieter Hildebrandt,Hildebrandt,88.58
Ilkay,Gündogan,88.58
Side,East,88.58
East Side,Gallery,88.58
Alain,Resnais,88.58
Mesut,Mesut Özil,88.58
Paco,Lucía,88.58
Pablo Neruda,Neruda,88.58
Thorsten,Wirth,88.58
East Side Gallery,Gallery,88.58
Ordnung,in Ordnung,88.58
Lukas,Lukas Podolski,88.58
Ilija Trojanow,Ilija,88.58
Thomas Bach,Bach,88.58
Gündogan,Ilkay Gündogan,88.58
Paco de Lucía,Lucía,88.58
setzt,setzt sich,88.58
Alain Resnais,Resnais,88.58
Resnais,Alain,88.58
East,Gallery,88.58
in Ordnung,Ordnung,88.58
Erich Loest,Loest,88.58
Agenda,2010″,88.58
erste Mal,das erste Mal,88.58
Erich,Loest,88.58
East Side,Side,88.58
Wimbledon,Tennis-Turnier,88.58
Anna,Schaffelhuber,88.58
Gallery,Side,88.58
Wirth,Thorsten,88.58
Xi Jinping,Jinping,88.58
East Side Gallery,Side,88.58
Resnais,Alain Resnais,88.58
Gallery,East Side Gallery,88.58
Ilkay Gündogan,Gündogan,88.58
Angelique,Kerber,88.58
East Side Gallery,East Side,88.58
Ariel,Ariel Scharon,88.58
Kerber,Angelique Kerber,88.58
Gallery,East Side,88.58
Loest,Erich Loest,88.58
East Side,East Side Gallery,88.58
Paco de Lucía,Paco,88.58
Tennis-Turnier,Wimbledon,88.58
Jinping,Xi Jinping,88.58
East Side Gallery,East,88.58
Gallery,East,88.58
Kerber,Angelique,88.58
Erich Loest,Erich,88.58
East Side,East,88.58
Alain Resnais,Alain,88.58
setzt sich,setzt,88.58
Angelique Kerber,Angelique,88.58
Side,Gallery,88.58
Hugo Chavez,Hugo,88.58
Ariel Scharon,Ariel,88.58
Wanka,Johanna Wanka,88.58
Paco,Paco de Lucía,88.58
Jinping,Xi,88.58
Xi,Jinping,88.58
Mesut Özil,Mesut,88.58
2010″,Agenda,88.58
Lucía,Paco,88.58
East,East Side,88.58
Alain,Alain Resnais,88.58
Schaffelhuber,Anna,88.58
Alexej,Nawalny,88.58
Neruda,Pablo Neruda,88.58
Angelique,Angelique Kerber,88.58
Lucía,Paco de Lucía,88.58
Lukas Podolski,Lukas,88.58
Ilkay Gündogan,Ilkay,88.58
Nawalny,Alexej,88.58
Angelique Kerber,Kerber,88.58
East,East Side Gallery,88.58
Xi,Xi Jinping,88.58
das erste Mal,erste Mal,88.58
Ilija,Ilija Trojanow,88.58
Merkel,Kanzlerin Merkel,88.54
Beispiel,und,88.54
und,Beispiel,88.54
Kanzlerin Merkel,Merkel,88.54
Angst,haben,87.93
haben,Angst,87.93
Vettel,Rennen,87.68
Rennen,Vettel,87.68
wenig,zu,87.67
zu,wenig,87.67
gute,Chancen,87.65
Chancen,gute,87.65
gewählt,wurde,87.51
wurde,gewählt,87.51
Herrndorf,Wolfgang,87.47
Philip,Philip Seymour,87.47
Wolfgang,Wolfgang Herrndorf,87.47
Philip Roth,Philip,87.47
Philip,Philip Roth,87.47
Alice Schwarzer,Alice,87.47
Philip Seymour,Philip,87.47
Philip,Philip Seymour Hoffman,87.47
Alice Munro,Alice,87.47
Philip,Seymour Hoffman,87.47
Wolfgang,Herrndorf,87.47
Philip,Seymour,87.47
Seymour Hoffman,Philip,87.47
Alice,Alice Schwarzer,87.47
Seymour,Philip,87.47
Wolfgang Herrndorf,Wolfgang,87.47
Philip Seymour Hoffman,Philip,87.47
Alice,Alice Munro,87.47
Und,sie,87.41
sie,Und,87.41
dabei sein,sein,87.35
sein,dabei sein,87.35
London,Arsenal London,87.24
Arsenal London,London,87.24
Formel,1,87.11
1,Formel,87.11
haben,Die,87.01
Die,haben,87.01
gesagt,er,86.96
er,gesagt,86.96
Robert,Lewandowski,86.94
Lewandowski,Robert,86.94
Lothar,Bisky,86.91
Bisky,Lothar,86.91
Tage,lang,86.88
lang,Tage,86.88
viel mehr,mehr,86.64
mehr,viel mehr,86.64
Sie,wollen,86.45
wollen,Sie,86.45
USA,Barack,86.4
USA,Barack Obama,86.4
Barack,USA,86.4
Barack Obama,USA,86.4
Chef,der,86.38
der,Chef,86.38
Wörter,Duden,86.17
Duden,Wörter,86.17
2. Bundesliga,Bundesliga,86.16
Immer,Immer wieder,86.16
Roth,Philip Roth,86.16
Bundesliga,2. Bundesliga,86.16
Immer wieder,Immer,86.16
Philip Roth,Roth,86.16
Geld,verdienen,85.85
verdienen,Geld,85.85
mit,0,85.63
0,mit,85.63
Das,Ergebnis,85.6
Ergebnis,Das,85.6
an dem,dem,85.5
dem,an dem,85.5
Vor allem,Vor,85.45
Vor,Vor allem,85.45
die,an die,85.26
an die,die,85.26
zurück,getreten,85.16
getreten,zurück,85.16
den,Spielen,85.15
Spielen,den,85.15
CSU,Parteien,85.12
Parteien,CSU,85.12
François,Hollande,84.98
Hollande,François,84.98
Paare,homo-sexuelle,84.8
homo-sexuelle,Paare,84.8
auch noch,auch,84.79
auch,auch noch,84.79
gegen,zu 1,84.76
zu 1,gegen,84.76
fast alle,fast,84.69
bekannt gegeben,gegeben,84.69
gegeben,bekannt gegeben,84.69
fast,fast alle,84.69
Wahl,Stimmen,84.52
Stimmen,Wahl,84.52
steht auf,steht,84.46
gewonnen,Gold-Medaillen,84.46
Gold-Medaillen,gewonnen,84.46
steht,steht auf,84.46
allen,Ländern,84.4
Ländern,allen,84.4
anderer,kein anderer,83.91
kein anderer,anderer,83.91
einverstanden,nicht einverstanden,83.91
nicht einverstanden,einverstanden,83.91
Guardian,Zeitung,83.83
Zeitung,Guardian,83.83
Die Zeitung,Zeitung,83.83
Zeitung,Die Zeitung,83.83
ersten,zum,83.69
zum,ersten,83.69
bedeutet,“,83.67
gespielt,gegen,83.67
gegen,gespielt,83.67
“,bedeutet,83.67
Frankfurt am Main,Stadt Frankfurt,83.65
Stadt Frankfurt,Frankfurt am Main,83.65
Stadt Frankfurt,Main,83.65
Main,Stadt Frankfurt,83.65
Männer,Die Männer,83.51
Die Männer,Männer,83.51
Vettel,Webber,83.41
Webber,Vettel,83.41
dass,so,83.27
so,dass,83.27
hat,gegeben,83.24
gegeben,hat,83.24
Wanka,Johanna,83.17
VfB,VfB Stuttgart,83.17
Martin Schulz,Schulz,83.17
Johanna Wanka,Johanna,83.17
Pablo Neruda,Pablo,83.17
Johanna,Johanna Wanka,83.17
Pablo,Pablo Neruda,83.17
Neruda,Pablo,83.17
Schulz,Martin Schulz,83.17
Johanna,Wanka,83.17
Pablo,Neruda,83.17
VfB Stuttgart,VfB,83.17
zu,2,83.15
2,zu,83.15
zusammen mit,mit,83.08
mit,zusammen mit,83.08
Richter,entschieden,82.97
entschieden,Richter,82.97
aus der Euro-Zone,Euro-Zone,82.93
Silbernen,Bären,82.93
Euro-Zone,aus der Euro-Zone,82.93
Frank-Walter Steinmeier,Steinmeier,82.93
Steinmeier,Frank-Walter Steinmeier,82.93
Frank-Walter,Steinmeier,82.93
Steinmeier,Frank-Walter,82.93
Bären,Silbernen,82.93
getötet,worden,82.81
worden,getötet,82.81
Bayern München,FC Bayern München,82.62
FC Bayern München,Bayern München,82.62
ins,Viertel-Finale,82.59
Viertel-Finale,ins,82.59
Am,Februar,82.55
Februar,Am,82.55
Tore,schossen,82.48
schossen,Tore,82.48
gegen,Toren,82.37
Toren,gegen,82.37
noch eine,noch,82.07
noch,noch eine,82.07
Rente,in Rente gehen,82.03
in Rente gehen,Rente,82.03
Die,Die Grünen,81.96
Die Grünen,Die,81.96
nach dem,„,81.96
„,nach dem,81.96
Er,Jahre alt,81.92
Jahre alt,Er,81.92
gegen,protestieren,81.86
protestieren,gegen,81.86
nie wieder,nie,81.82
nie,nie wieder,81.82
Hoffman,Philip,81.73
Schwarzer,Alice,81.73
Philip,Hoffman,81.73
Alice,Schwarzer,81.73
Jahr,Dieses,81.69
Dieses,Jahr,81.69
ein,wichtiger,81.61
wichtiger,ein,81.61
alt,Er,81.53
Er,alt,81.53
Maizière,de,81.5
de,Maizière,81.5
Russland,Ukraine,81.48
Ukraine,Russland,81.48
um,In,81.46
In,um,81.46
und,Englisch,81.44
Englisch,und,81.44
ist auf,auf,81.34
auf,ist auf,81.34
haben,protestiert,81.34
protestiert,haben,81.34
Champions,Dortmund,81.31
Dortmund,Champions,81.31
haben,Richter,81.2
Richter,haben,81.2
Gesetz,gegen das Gesetz,80.97
gegen das Gesetz,Gesetz,80.97
Sebastian Vettel,Formel 1,80.91
Formel 1,Sebastian Vettel,80.91
Vettel,Formel 1,80.86
Formel 1,Vettel,80.86
League,Dortmund,80.72
Dortmund,League,80.72
Rechte,gleichen,80.64
gleichen,Rechte,80.64
sie,Deshalb,80.53
Deshalb,sie,80.53
zu,zu Ende,80.51
zu Ende,zu,80.51
junge Leute,junge,80.41
junge,junge Leute,80.41
in ganz Deutschland,ganz,80.4
FC Bayern,Bayern,80.4
Bayern,FC Bayern,80.4
Finale,Das Finale,80.4
ganz,in ganz Deutschland,80.4
Das Finale,Finale,80.4
verschiedenen,aus,80.39
aus,verschiedenen,80.39
Englisch,“,80.39
“,Englisch,80.39
nur,wenige,80.37
wenige,nur,80.37
Polizei,festgenommen,80.36
festgenommen,Polizei,80.36
zusammen,CSU,80.34
CSU,zusammen,80.34
so lange,lange,80.28
lange,so lange,80.28
Politiker,haben,80.21
haben,Politiker,80.21
Pistorius,Oscar Pistorius,80.2
Otfried,Preußler,80.2
Preußler,Otfried,80.2
Oscar Pistorius,Pistorius,80.2
nächstes,nächstes Jahr,80.2
Gießen,Universität Gießen,80.2
Universität Gießen,Gießen,80.2
nächstes Jahr,nächstes,80.2
Zeit,lange,80.18
lange,Zeit,80.18
darüber,ob,79.95
ob,darüber,79.95
:,entschieden,79.83
entschieden,:,79.83
Barcelona,FC,79.74
FC,Barcelona,79.74
will,will nicht,79.73
will nicht,will,79.73
er will,will,79.73
will,er will,79.73
hat,Preis,79.68
Preis,hat,79.68
Die Rakete,Rakete,79.67
Rakete,Die Rakete,79.67
geht,In,79.6
In,geht,79.6
Richter,Die,79.6
Die,Richter,79.6
etwas,Besonderes,79.48
Besonderes,etwas,79.48
zusammen gearbeitet,gearbeitet,79.42
gearbeitet,zusammen gearbeitet,79.42
nicht,gar,79.4
gar,nicht,79.4
Formel 1,Sebastian,79.27
Sebastian,Formel 1,79.27
Jahre alt,wurde,79.24
wurde,Jahre alt,79.24
es,geben,79.21
geben,es,79.21
Hause,nach,79.19
nach,Hause,79.19
war,war nicht,79.16
war nicht,war,79.16
um,ging,79.16
ging,um,79.16
Präsident,Barack Obama,79.15
Präsident,Barack,79.15
Barack,Präsident,79.15
Barack Obama,Präsident,79.15
spielen,gegeneinander,79.06
gegeneinander,spielen,79.06
